Workshopname,Kategorie,Datum,Land,Location,Studio Name,URL_E,Art,Level,Beschreibung,Trainer,Uhrzeit
Spinning Flexy Illusions mit BendyGio,Poledance,"Freitag, 22. März 2024",,"Ticket für Fr. 22.03.2024, 18:45 - 20:15",Pole and Move Heidelberg,https://www.eversports.de/e/workshop/yXAMy8l,Workshop,,"Du wolltest schon immer mal coole flexy Tricks an der Pole machen, fühlst dich aber nicht flexibel genug? Dann ist dies der perfekte Workshop für dich! In diesem Workshop wird dir BendyGio die tollsten Shapes und kleine Combos an der Spinning Pole beibringen. Der Hauptfokus liegt darauf, sich auf die Bewegungen zu konzentrieren, die scheinbar viel Flexibilität erfordern, aber eigentlich gar nicht so schwer auszuführen sind. BendyGio verrät die außerdem ihre besten Tipps und Tricks, damit du so flexibel wie möglich aussiehst.  Die verschiedenen Shapes und Combos werden in diesem Workshop Schritt für Schritt unterrichtet, sodass am Ende alle den Dreh raus haben. Für diesen Workshop solltest du sicher im Invert und Leghang sein.",,18:45 - 20:15
Twerking Workshop,Poledance,"Freitag, 12. April 2024",,Einzelticket,Pole and Move Heidelberg,https://www.eversports.de/e/workshop/ioRS-mE,Workshop,,"Bist du bereit, deine Hüften zu bewegen und den Rhythmus zu spüren? 🤭 Willkommen zu unserem Twerking-Workshop! Twerking ist mehr als nur ein Tanzstil - es ist eine Ausdrucksform, die deine Kreativität und dein Selbstbewusstsein zum Ausdruck bringt.  In diesem Workshop lernst du: Welche Vorteile bieten die Twerking? Und das alles während du jede Menge Spaß hast!  Für unseren Twerking Workshop brauchst du keinerlei Vorkenntnisse, du musst einfach nur Lust haben etwas Neues zu lernen  Bitte bringe Knieschoner, saubere Turnschuhe und eine lockere kurze Hosen mit zum Workshop. Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",,19:00 - 20:10
Dan Rosen - Dynamic Heels,Polesport,"Sonntag, 28. April 2024",,"Ticket für So. 28.04.2024, 11:00 - 12:30",Pole and Move Heidelberg,https://www.eversports.de/e/workshop/mI91ydw,Workshop,,"In diesem Workshop wird dir Polestar Dan Rosen eine seiner charakteristischen Exotik Pole Choreo’s zeigen und beibringen. Außerdem wird er dir seine Geheimtipps verraten, wie deine Choreo noch dynamischer wird. Das brauchst du für diesen Kurs: Heels, eine Flasche Wasser, ein Handtuch, Knieschoner In diesem Workshop teilen sich jeweils 2 Teilnehmer eine Pole.",,11:00 - 12:30
Dan Rosen - Heels Flow,Polesport,"Sonntag, 28. April 2024",,"Ticket für So. 28.04.2024, 13:00 - 14:30",Pole and Move Heidelberg,https://www.eversports.de/e/workshop/Ngcpd4l,Workshop,,"Du liebst Exotik Pole und lässt auch gerne mal deine sexy Seite raus? Dann ist dieser Workshop wie für dich geschaffen! Dan wird dir in diesem Workshop eine seiner charakteristischen Choreo’s zeigen und beibringen. Außerdem gibt er dir hilfreiche Tipps, wie deine Choreo noch schöner wird. Das brauchst du für diesen Kurs: Heels, eine Flasche Wasser, ein Handtuch, Knieschoner In diesem Workshop teilen sich jeweils 2 Teilnehmer eine Pole.",,13:00 - 14:30
Dan Rosen - Dan's Favourite Combo's,Polesport,"Sonntag, 28. April 2024",,"Ticket für So. 28.04.2024, 15:00 - 16:30",Pole and Move Heidelberg,https://www.eversports.de/e/workshop/ij8VZCH,Workshop,,"In diesem Workshop präsentiert Dir Dan seine einzigartigen und originellen Lieblings Poledance Variationen und Kombinationen. Ihr werdet mit den speziellen Kombis auch gemeinsam neue Pole Figuren erarbeiten, die aus unterschiedlichen Schwierigkeitsgraden bestehen.  Erlebe mit Dan einen unvergesslichen Workshop mit viel Witz und Charme. Dieser Kurs ist für Fortgeschritten Teilnehmer sollten idealerweise Aerial Inverts, Shoulder Mount, Superman und den Extended Butterfly schon können. In diesem Kurs teilen sich jeweils 2 Teilnehmer eine Pole.",,15:00 - 16:30
Pole Double Workshop,Poledance,"Sonntag, 26. Mai 2024",,Einzelticket,Pole and Move Heidelberg,https://www.eversports.de/e/workshop/Met7fdZ,Workshop,,"Mit deinem Pole Buddy zusammen an einer Pole schöne Figuren kreieren. 🤗 Dazu gehört viel mehr, als Figuren schön auszuführen und halten zu können.  Kommunikation, Vertrauen, gute Teamarbeit und natürlich Spaß am gemeinsamen Entdecken gehören zum Double Training dazu. Wie bei jeder guten Freundschaft. 😉 Zu zweit an einer Pole zu hängen, birgt ganz andere Herausforderungen als das Training alleine. Daher bringen wir euch bei, was es zu beachten gibt, damit die Double Figuren wirklich sicher halten.  Am Ende sollen natürlich auch schöne Fotos entstehen! Wenn du noch keinen Double Partner hast, melde dich trotzdem gerne an. Entweder du findest im Workshop einen Double Partner oder eine der beiden Trainerinnen springt als dein Double Partner ein. 😊 Voraussetzungen: Der Workshop ist ab Intermediate Level ausgelegt. Outside Leghang, Flieger und Cross Ankle Release solltest du sicher ausführen können. Erfahrungen mit Double Figuren sind nicht notwendig. Der Workshop wird von Linh und Yesim unterrichtet. Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",,13:00 - 14:10
Pole Tricks & Transitions - Beginner Workshop,Poledance,"Samstag, 16. März 2024",,"Bremerhavener Straße 210, 28217 Bremen",Stadtgazellen Bremen,https://www.eversports.de/e/workshop/WRl24o5,Workshop,,"Wir freuen uns sehr, dass @polenick zu uns nach Bremen kommt! In diesem Workshop für Beginner geht es um: Recent Faves - Nicks Recent favorite pole moves and combos! Nick unpacks all his beautiful recent tricks and transitions you might have seen on instagram as well. Level Conditions:Beginner - Climb, Sits, Basic Static Spins, Invert V (keine Sorge, dein Invert muss noch nicht perfekt sein!) Eine kostenfreie Stornierung ist bis max. 14 Tage vor Beginn des Workshops möglich.",,15:30 - 17:00
Regrips and flips in combos - Intermediate Workshop,Poledance,"Samstag, 16. März 2024",,"Bremerhavener Straße 210, 28217 Bremen",Stadtgazellen Bremen,https://www.eversports.de/e/workshop/wrZkEQ3,Workshop,,"Wir freuen uns sehr, dass @polenick zu uns nach Bremen kommt! In diesem Workshop für Level Intermediate geht es um: Regrips and flips in combos. ""Fonji was yesterday hun! I teach you way more interesting Regrips and Flips. Get your balls done! "" Level Conditions:  ﻿Intermediate - Leghangs, Aerial Invert V, Butterfly Eine kostenfreie Stornierung ist bis max. 14 Tage vor Beginn des Workshops möglich.",,17:15 - 18:45
Twerk Workshop mit Karina,Aerial Akrobatik,"Sonntag, 21. April 2024",,"Bremerhavener Straße 210, 28217 Bremen",Stadtgazellen Bremen,https://www.eversports.de/e/workshop/giK-D6N,Workshop,,"Egal ob euer Booty groß oder klein ist, er wird geshaked! Dafür sorgt Karina, versprochen. Ihr lernt die Basic Twerk und Booty Shake Schritte, lernt, wie man die Hüften kreist und anschließend eine Choreo. Also bringt eine lockere Shorts oder Leggings, genug Wasser und Knieschoner mit und lasst uns tanzen.  Teilnahmevoraussetzungen: Absolut keine! Kostenfreie Stornierung bis max. 7 Tage vor Beginn des Workshops.",,12:00 - 13:30
Lyrical Pole - mit Anne-Marie Kot,Poledance,"Freitag, 22. März 2024",,"Ticket für Fr. 22.03.2024, 17:30 - 19:00",Pole and Move Ketsch,https://www.eversports.de/e/workshop/nz_DDh6,Workshop,,"In diesem Workshop wirst du die sinnliche, ausdrucksvolle Form von Pole Dance und eine Mischung aus verschiedenen Tanzarten, wie Contemporary und Modern Dance kennenlernen. Annemarie gestaltet ihre Lyrical Pole Chores flüssig und konzentriert sich auf das schöne am Tanz und nicht auf die krassesten Pole-Tricks. Das heisst – dieser Workshop ist auch für Anfänger geeignet! Es wird mit Socken und Knieschonern getanzt, wenig Akrobatik an der Stange ausgeübt – dafür wird die Stange wirklich genutzt, um das schöne, spassvolle im Tanz zu zeigen. Die Akrobatik Tricks, die in der Choreo vorkommen, werden in verschiedenen Levels unterrichtet, sodass alle mitmachen können.",,17:30 - 19:00
Exotik Old School - mit Anne-Marie Kot,Poledance,"Freitag, 22. März 2024",,"Ticket für Fr. 22.03.2024, 19:10 - 20:40",Pole and Move Ketsch,https://www.eversports.de/e/workshop/DGu8Tq6,Workshop,,"Warum heißt es „Old School“? Weil es das „Pole Klischee“ ist… eine sehr erotische Form von Pole Dance. Das größte Ziel dieses Workshops ist es, deine Weiblichkeit, dein Feingefühl zu zeigen… und so sexy zu sein wie es nur geht  Es wird mit Schuhen und Knieschoner getanzt. In diesem Workshop können alle Levels teilnehmen. Die Transitions werden Wchritt für Schritt gezeigt und erklärt und auf die verschiedenen Levels angepasst.",,19:10 - 20:40
Aerial Kids Workshop: Vertikaltuch Beginner,Vertikaltuch,"Sonntag, 17. März 2024",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/fVM0ULF,Workshop,,"Vertikaltuchakrobatik für Kinder ab Beginner Level In diesem Workshop für Kinder/Jugendliche zwischen 9 - 14 Jahren lernen wir gemeinsam ein paar Tricks und Kombinationen im Vertikaltuch, auch Aerial Silk genannt. Alle Bewegungen werden altersgerecht vermittelt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Tricks mit dem Tuch – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund.",,12:00 - 13:30
Aerial Kids Workshop: Vertikaltuch Beginner,Vertikaltuch,"Sonntag, 17. März 2024",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/9fkoAyU,Workshop,,"Vertikaltuchakrobatik für Kinder ab Beginner Level In diesem Workshop für Kinder/Jugendliche zwischen 9 - 14 Jahren lernen wir gemeinsam ein paar Tricks und Kombinationen im Vertikaltuch, auch Aerial Silk genannt. Alle Bewegungen werden altersgerecht vermittelt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Tricks mit dem Tuch – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund.",,14:00 - 15:30
Aerial Kids Workshop: Vertikaltuch Beginner,Vertikaltuch,"Sonntag, 21. April 2024",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/leDNfNr,Workshop,,"Vertikaltuchakrobatik für Kinder ab Beginner Level In diesem Workshop für Kinder/Jugendliche zwischen 9 - 14 Jahren lernen wir gemeinsam ein paar Tricks und Kombinationen im Vertikaltuch, auch Aerial Silk genannt. Alle Bewegungen werden altersgerecht vermittelt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Tricks mit dem Tuch – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund.",,11:00 - 12:30
Aerial Kids Workshop: Vertikaltuch FORTGESCHRITTENE,Vertikaltuch,"Sonntag, 21. April 2024",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/ahCVYvh,Workshop,,"Vertikaltuchakrobatik für Kinder mit Erfahrung im Tuch In diesem Workshop für Kinder/Jugendliche zwischen 9 - 14 Jahren lernen wir gemeinsam ein paar Tricks und Kombinationen im Vertikaltuch, auch Aerial Silk genannt. Alle Bewegungen werden altersgerecht vermittelt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Tricks mit dem Tuch – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund.",,13:00 - 14:30
Aerial Kids Workshop: Vertikaltuch Beginner,Vertikaltuch,"Sonntag, 5. Mai 2024",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/RjsCf5S,Workshop,,"Vertikaltuchakrobatik für Kinder ab Beginner Level In diesem Workshop für Kinder/Jugendliche zwischen 9 - 14 Jahren lernen wir gemeinsam ein paar Tricks und Kombinationen im Vertikaltuch, auch Aerial Silk genannt. Alle Bewegungen werden altersgerecht vermittelt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Tricks mit dem Tuch – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund.",,12:00 - 13:30
Aerial Kids Workshop: Vertikaltuch MITTELSTUFE,Vertikaltuch,"Sonntag, 5. Mai 2024",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/ZOxKKrM,Workshop,,"Vertikaltuchakrobatik für Kinder mit Erfahrung im Tuch In diesem Workshop für Kinder/Jugendliche zwischen 9 - 14 Jahren lernen wir gemeinsam ein paar Tricks und Kombinationen im Vertikaltuch, auch Aerial Silk genannt. Alle Bewegungen werden altersgerecht vermittelt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Tricks mit dem Tuch – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund.",,14:00 - 15:30
Aerial Kids Workshop: Luftring Beginner,Luftring,"Sonntag, 16. Juni 2024",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/Zq0GQNB,Workshop,,"Luftring-Akrobatik für Kinder ab Beginner Level In diesem Workshop für Kinder/Jugendliche zwischen 9 - 14 Jahren lernen wir gemeinsam ein paar Tricks und Kombinationen im Luftring, auch Aerial Hoop genannt. Alle Bewegungen werden altersgerecht vermittelt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Tricks im Luftring – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund.",,11:00 - 13:00
Aerial Kids Workshop: Vertikaltuch FORTGESCHRITTENE,Vertikaltuch,"Sonntag, 16. Juni 2024",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/xPGUjbS,Workshop,,"Vertikaltuchakrobatik für Kinder mit Erfahrung im Tuch In diesem Workshop für Kinder/Jugendliche zwischen 9 - 14 Jahren lernen wir gemeinsam ein paar Tricks und Kombinationen im Vertikaltuch, auch Aerial Silk genannt. Alle Bewegungen werden altersgerecht vermittelt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Tricks mit dem Tuch – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund.",,13:00 - 14:30
"INTRODUCTION TO TRAINING • POLE ANATOMIE (Grundkurs, all Levels)",Pilates,"Samstag, 6. April 2024",,"Milchstraße 4, 81667 München",Health & Shape München,https://www.eversports.de/e/workshop/gsKaaiO,Workshop,,"INFOS • einmaliger intensiv Workshop • Jeder ist herzlich Willkommen! Schüler, Hobbysportler, Therapeuten & Wiederholer • Studio & Hybrid Ausbildung . INHALT ⇾ 3 Schwerpunkte | Anatomie, Trainingslehre & Anwendung ⇾ Terminologie | Begriffe & Eselsbrücken ⇾ Grundlagen & Vertiefung | Passiver Bewegungsapparat (Knochen, Gelenke & Bänder) ⇾ Funktions- & Muskelketten | Aktiver Bewegungsapparat (Muskeln, Sehnen, Faszien) Körperwahrnehmung ⇾ Trainingslehre | Trainingsplanung & Grundübungen ⇾ Pole Trick Analyse: Aligment & Korrektives ⇾ Physiologie | Herz-Kreislauf & Warm Up ⇾ Verletzungslehre | Sicherheit & Cool Down ⇾ Praxis | Grundübungen & Alignment ⇾ Skript & Teilnehmerzertifikat . TEACHER | NICOLE JONES  ⇾ Nicole Jones | Osteopathin (i.A.) & Heilprakikerin, Sportphysiotherapeutin, Weiterbildung: Tanzmedizin (6 Semester), Athletic & Pole Mastertrainerin (since 2011), Trainerin: Pole, Hoop, Tease, Dance, Athletic, Owner: Health & Shape Studio, München, Owner: Praxis für Osteopathie, München . PREIS ⇾ 8 UE für 249,00€ inkl. Skript ⇾ April 06.04.2024 von 09:00 - 16:00 Uhr ⇾ Studio & Hybrid Ausbildung ⇾ optionale Fragerunde von 16:00-16:30 Uhr für alle die nicht genug bekommen können! Ohne Aufpreis.",,09:00 - 16:00
Schulterstände & -Rollen Workshop - Early Intermediate,Floorwork,"Samstag, 6. April 2024",,"Holsteinischer Kamp 58, 22081 Hamburg",AIRobics,https://www.eversports.de/e/workshop/3lsUyvo,Workshop,,"Du fühlst dich in ersten Akrobatikelementen am Boden bereits wohl und möchtest deine Schulterstandrepertoire für fortgeschrittenere Floorwork Choreos gerne ausbauen? In diesem Workshop starten wir mit einem intensiven Warm Up und Conditioning der benötigten Muskelgruppen sowie der Ansteuerung unseres aktiven Backbends. Danach üben wir verschiedene Varianten des Schulterstands sowie das Abrollen aus dem Schulterstand über die Brust. Am Ende tanzen wir eine kurze Combo mit den erlernten Elementen. Voraussetzungen: Sichere Schulterrolle, Schulterstand mit angewinkelten Beinen, Erfahrung im Backbend-Training Bringe unbedingt Knieschoner mit und trage ein T-Shirt, dass die Schultern bedeckt.",,11:30 - 13:00
Schulterstände & -Rollen Workshop - Beginners,Floorwork,"Samstag, 6. April 2024",,"Holsteinischer Kamp 58, 22081 Hamburg",AIRobics,https://www.eversports.de/e/workshop/xf9Wsde,Workshop,,"Du möchtest gerne Schulterrollen und Schulterstände können, weißt aber nicht so richtig wie du anfangen sollst? In diesem Workshop nehmen wir uns viel Zeit für das Warm Up, die Stärkung und Ansteuerung der benötigten Muskelgruppen (Nacken- Schulter- und Rumpfmuskulatur) und üben dann erste Schulterrollen und -stände. Am Ende tanzen wir eine kurze Floorwork Combo mit den erlernten Akrobatikelementen. Voraussetzungen: keine Bringe unbedingt Knieschoner mit und trage ein T-Shirt, dass die Schultern bedeckt.",,13:30 - 15:00
